Date,Open,High,Low,Close,AdjClose,Volume
2019-09-27,223.089996,223.089996,216.860001,218.979996,216.194397,1832400
2019-09-30,219.320007,221.779999,218.869995,221.130005,218.317047,1703000
2019-10-01,220.699997,222.869995,218.220001,220.889999,218.080078,1545400
2019-10-02,220.75,222,218.5,219.990005,217.191559,1270100
2019-10-03,220.419998,225.520004,220.270004,223.899994,221.051804,1604700
2019-10-04,223.970001,227.399994,223.660004,225.929993,223.055969,1621900
2019-10-07,225.190002,226.610001,222.970001,225.279999,222.414261,1005800
2019-10-08,225.220001,228.119995,223.639999,226.100006,223.223831,1962200
2019-10-09,226.570007,227.350006,225.330002,226.570007,223.687851,1038800
2019-10-10,226.149994,227.679993,224.110001,226.279999,223.40152,1888900
2019-10-11,226.169998,227.059998,224.350006,224.449997,221.594803,1352200
2019-10-14,224.990005,226.600006,224.509995,225.639999,222.769669,766100
2019-10-15,225.740005,226.460007,221.839996,224.210007,221.35788,993200
2019-10-16,223.550003,223.550003,220.550003,221.970001,219.146362,1508400
2019-10-17,224.100006,227.149994,223.460007,225.910004,223.03624,1197100
2019-10-18,225.949997,229.600006,225.850006,229.089996,226.175781,1544400
2019-10-21,229.240005,229.589996,226.699997,229.399994,226.481827,1272400
2019-10-22,229.160004,231.210007,226.429993,226.740005,223.855682,1341000
2019-10-23,226.25,227.360001,223.869995,226.020004,223.144836,1151500
2019-10-24,226,226.729996,223.350006,223.470001,220.627289,1097900
2019-10-25,223.190002,223.199997,215.199997,216.669998,213.913773,2409800
2019-10-28,218.779999,219,210.029999,210.75,208.069092,3431400
2019-10-29,211.009995,216.820007,210.550003,216.160004,213.410263,2044000
2019-10-30,216.179993,217.410004,214.600006,217.240005,214.476532,1520700
2019-10-31,218.5,219.5,214.050003,218.080002,215.305847,2021200
2019-11-01,219.149994,219.759995,212.350006,215.520004,212.778412,2112200
2019-11-04,214.759995,215.479996,211,211.070007,208.385025,1640000
2019-11-05,210.649994,210.729996,202.910004,206.009995,203.389374,3449700
2019-11-06,206.309998,208.880005,205.869995,207.979996,205.33432,2206100
2019-11-07,206.710007,207.199997,203.529999,205.690002,203.073471,2117400
2019-11-08,204.889999,208.559998,204.259995,205.869995,203.251144,1819400
2019-11-11,205.699997,208.589996,205.580002,207.350006,204.712341,1347200
2019-11-12,207.440002,208.770004,206.350006,206.75,204.119965,1475400
2019-11-13,207.779999,211.089996,207.559998,210.320007,207.644562,1664900
2019-11-14,210.399994,211.910004,210,211.800003,209.105728,1362800
2019-11-15,212.210007,213.429993,210.199997,213.369995,210.655746,1546600
2019-11-18,212.979996,215.669998,212.979996,214.330002,211.603546,1353700
2019-11-19,214.669998,216.600006,213.860001,215.570007,212.827774,1526400
2019-11-20,215.720001,219.330002,215.639999,217.899994,215.128113,1297800
2019-11-21,217.520004,218.899994,213.309998,213.539993,210.823593,1361400
2019-11-22,213.490005,214.089996,209.789993,210.110001,207.437225,1779800
2019-11-25,210.490005,211.690002,208.820007,209.710007,207.042328,1441100
2019-11-26,209.589996,215.020004,209.589996,214.789993,212.057678,1877600
2019-11-27,214.800003,215.509995,212.740005,214.910004,212.176178,1117000
2019-11-29,214.910004,215.800003,213.679993,214.029999,211.307373,654300
2019-12-02,214.149994,214.639999,209.460007,209.570007,206.904099,1189400
2019-12-03,209.259995,212.5,209.25,211.210007,208.523239,1520000
2019-12-04,210.110001,213.710007,210.020004,213.360001,210.645889,1276400
2019-12-05,213.220001,214.130005,211.960007,213.529999,210.813721,868200
2019-12-06,213.759995,214,211.889999,212.199997,209.500641,1206000
2019-12-09,212.059998,213.990005,211.830002,212.649994,209.944916,938500
2019-12-10,213.350006,214.080002,209.199997,210,207.328629,1414800
2019-12-11,210.669998,212.300003,210,211.559998,208.868774,1441000
2019-12-12,211.649994,211.860001,208.610001,209.690002,207.022583,1836000
2019-12-13,209.110001,212.839996,208.25,212.520004,209.816574,1988600
2019-12-16,213,216.800003,212.520004,215.600006,212.857391,1827300
2019-12-17,216.309998,217.089996,211.029999,211.929993,209.234055,2439900
2019-12-18,212.800003,218.910004,212.429993,217.949997,215.17749,2143300
2019-12-19,217.520004,224.949997,217.440002,224.199997,221.348007,2958000
2019-12-20,226.800003,228.279999,224.5,227.740005,224.842972,3333100
2019-12-23,227.110001,229.979996,226.399994,226.970001,224.082764,1096400
2019-12-24,227.139999,228.039993,226.259995,227.080002,224.19136,491900
2019-12-26,226.690002,227.869995,225.570007,227.869995,225.976379,1035300
2019-12-27,228.520004,229.289993,227.550003,229.080002,227.176346,749400
2019-12-30,228.559998,229,227.229996,228.850006,226.948257,1259800
2019-12-31,228.970001,229.860001,227.490005,229.820007,227.910202,1199100
2020-01-02,229.679993,231.149994,228.009995,228.5,226.601151,1426000
2020-01-03,227.559998,229.830002,227,228.610001,226.710236,1598900
2020-01-06,228.479996,230,227.889999,228.550003,226.650757,1526800
2020-01-07,227.130005,227.570007,221.619995,223.679993,221.821213,1463800
2020-01-08,223.479996,226.490005,222.520004,225.619995,223.745087,1433900
2020-01-09,225.5,227.139999,225.360001,226.470001,224.588028,1376700
2020-01-10,228.089996,231.020004,227.440002,230.800003,228.88205,1578900
2020-01-13,231.25,235.419998,231.149994,235.410004,233.453735,1840600
2020-01-14,235.130005,235.940002,232.839996,233.949997,232.005875,1217100
2020-01-15,234.5,236.740005,234.5,235.380005,233.423981,1152100
2020-01-16,235,235.149994,231.940002,232.240005,230.310089,1782900
2020-01-17,232.889999,234.410004,232.589996,233.419998,231.480286,2352900
2020-01-21,233.919998,237.919998,233,236.729996,234.762772,1827100
2020-01-22,237.910004,238.169998,234.259995,235.160004,233.205811,1294000
2020-01-23,235.160004,238.490005,235.009995,237.830002,235.853622,1485400
2020-01-24,238,239.990005,236.720001,237.520004,235.546204,1284800
2020-01-27,236.320007,238.160004,235.679993,237.470001,235.496613,1197200
2020-01-28,237.110001,237.669998,236.330002,237.179993,235.20903,1051800
2020-01-29,237.429993,237.860001,232.860001,233.440002,231.500107,1434400
2020-01-30,232.419998,235.259995,231.309998,235.199997,233.245468,1271400
2020-01-31,234.360001,234.940002,230.850006,231.740005,229.81424,1700900
2020-02-03,232.979996,235.039993,232.110001,234.070007,232.124878,1560200
2020-02-04,234.419998,238.220001,233.020004,237.449997,235.476776,1105700
2020-02-05,237.5,237.979996,235.199997,236.380005,234.41568,1338700
2020-02-06,237.179993,238.570007,236.350006,237.809998,235.833801,1257100
2020-02-07,238.440002,239.520004,237.809998,238.75,236.765976,1237500
2020-02-10,239.679993,243.880005,238.789993,243.690002,241.664932,1576800
2020-02-11,246.550003,258.619995,246.550003,254.270004,252.157013,3231900
2020-02-12,254.279999,256.660004,252.080002,256.179993,254.051132,1625400
2020-02-13,255.619995,257.429993,254.429993,256.899994,254.765137,1146600
2020-02-14,257,258.320007,255.259995,256.25,254.12056,1600700
2020-02-18,255.300003,255.600006,252.679993,252.929993,250.828125,1998500
2020-02-19,251.240005,252.389999,247.850006,248.100006,246.038284,2618500
2020-02-20,247.979996,248.529999,244.720001,247.539993,245.482925,2150300
2020-02-21,247.940002,248.639999,246.800003,247.009995,244.957336,2570200
2020-02-24,244.820007,248.770004,243.610001,245.110001,243.073135,2329800
2020-02-25,247.919998,253.990005,244.160004,246.139999,244.094574,2268600
2020-02-26,246.139999,248.360001,240,242.669998,240.653397,2024600
2020-02-27,239.990005,244.889999,232.899994,232.929993,230.994339,3168700
2020-02-28,226.699997,228.710007,218.029999,226.800003,224.915283,5188100
2020-03-02,229.029999,240.880005,228.080002,240.75,238.749359,2718500
2020-03-03,240.75,246.839996,238.839996,242.649994,240.63356,3502600
2020-03-04,245.580002,251.970001,245.320007,251.660004,249.568695,2350400
2020-03-05,248.550003,250.889999,243.529999,246.940002,244.887924,1969400
2020-03-06,243.169998,247.580002,237.899994,246.320007,244.273087,2693600
2020-03-09,231.429993,239.610001,225,231.860001,229.933243,3209200
2020-03-10,236.740005,244.210007,229.850006,243.869995,241.84343,2658300
2020-03-11,237.369995,239.190002,228.679993,232.899994,230.9646,3360600
2020-03-12,216.289993,231.720001,204.139999,217.830002,216.019821,4734500
2020-03-13,225.529999,241.559998,220.020004,238.990005,237.003983,4220300
2020-03-16,206.649994,229.809998,201.369995,202.75,201.06514,4093100
2020-03-17,210.169998,234.899994,203.630005,227.529999,225.639221,4527100
2020-03-18,210,235.839996,206.169998,217.139999,215.335571,4210000
2020-03-19,217.570007,219.779999,201.520004,209,207.263214,3847800
2020-03-20,207,210,192.369995,195.389999,193.766296,3940900
2020-03-23,196,196.270004,174.320007,179.089996,177.601761,3890100
2020-03-24,187.789993,193.850006,179.25,190.270004,188.688858,4221400
2020-03-25,188.899994,208.539993,186.029999,199.259995,197.604141,3201500
2020-03-26,198.149994,226.289993,198,222.199997,220.353516,3413500
2020-03-27,216.190002,222.039993,211.729996,218.479996,216.664429,3367100
2020-03-30,222.679993,231.970001,221.339996,230.580002,228.663879,2581600
2020-03-31,228.460007,230,215.919998,217.75,215.940491,4629900
2020-04-01,205.809998,213.399994,202.029999,206.970001,205.250076,3772000
2020-04-02,207,221.089996,205.589996,220.75,218.915573,3993100
2020-04-03,219.160004,223.75,216.820007,222.800003,220.948532,2858000
2020-04-06,228.020004,236.220001,227,235.179993,233.225647,3050300
2020-04-07,241.110001,243.880005,227.029999,227.770004,225.877243,2226100
2020-04-08,229.639999,249.649994,228,249.25,247.178726,3329400
2020-04-09,248.5,260.429993,248.199997,259.600006,257.442719,4331900
2020-04-13,256.700012,257.350006,246.759995,249.759995,248.719208,1830900
2020-04-14,255.080002,257.660004,252.520004,255.100006,254.036972,2011800
2020-04-15,252.929993,252.979996,243.210007,247.490005,246.458679,1909700
2020-04-16,249.589996,252.720001,247.550003,251.779999,250.730789,1640700
2020-04-17,256.559998,257.769989,248.080002,254.059998,253.001297,2328100
2020-04-20,252.029999,253,248.509995,248.679993,247.643707,1281800
2020-04-21,245.210007,245.869995,239.100006,242,240.991547,1925500
2020-04-22,246.229996,255.110001,245.559998,252.979996,251.925797,2041400
2020-04-23,252.190002,254.809998,248.139999,248.600006,247.564056,1419200
2020-04-24,250.279999,251.490005,243.770004,244.610001,243.590683,1776500
2020-04-27,247,252.289993,245.240005,250.220001,249.177307,1557500
2020-04-28,255.25,255.800003,242.720001,243.529999,242.515182,2091900
2020-04-29,251.020004,251.020004,235.669998,236.809998,235.823181,3505800
2020-04-30,234.110001,239.089996,232.710007,238,237.008224,3410300
2020-05-01,233.240005,235.899994,232.589996,234.199997,233.22406,1896800
2020-05-04,237.389999,237.5,228.110001,236.630005,235.643936,1642700
2020-05-05,237.679993,243.550003,237.679993,240.259995,239.258804,1421200
2020-05-06,240.860001,242.240005,236.789993,237.259995,236.271301,1441400
2020-05-07,239.179993,239.669998,235.029999,235.25,234.269684,2548900
2020-05-08,237.649994,240.25,236.679993,238.360001,237.366714,1879700
2020-05-11,236.080002,242.929993,234.479996,238.229996,237.237259,2040700
2020-05-12,239.360001,240.25,230.740005,231.690002,230.724518,1852500
2020-05-13,231.259995,237.080002,229.389999,231.149994,230.186752,2200600
2020-05-14,229.380005,231,224.759995,229.619995,228.663132,2112500
2020-05-15,228.350006,229.970001,223.830002,229.580002,228.623306,2246800
2020-05-18,236.070007,238.139999,232.070007,236.029999,235.046432,1792800
2020-05-19,235.080002,236.850006,229.660004,229.970001,229.011688,1542800
2020-05-20,231.979996,232.660004,228.919998,230.139999,229.180969,1346600
2020-05-21,229.389999,230.479996,227.119995,228.160004,227.209229,1263200
2020-05-22,228.539993,242.600006,227.410004,242.429993,241.419754,2812700
2020-05-26,248.589996,248.679993,240.139999,243.929993,242.913498,2833600
2020-05-27,245.610001,252.940002,241.830002,252.009995,250.959839,2311000
2020-05-28,255.619995,259.470001,253.520004,258.119995,257.044373,2190900
2020-05-29,257.160004,258.970001,254.089996,258.170013,257.094177,2138600
2020-06-01,258.029999,266.779999,255.520004,264.309998,263.208588,2035000
2020-06-02,264.51001,265.589996,259.73999,263.589996,262.491577,1809800
2020-06-03,264.929993,269.25,263.600006,267.390015,266.275757,1802200
2020-06-04,264.089996,266.910004,256.51001,259.720001,258.637726,1997600
2020-06-05,263.730011,265.910004,260.579987,264.890015,263.786194,2336800
2020-06-08,265,269.119995,264.299988,266.880005,265.767883,2095800
2020-06-09,266.700012,267.079987,264.350006,265.76001,264.652557,2691000
2020-06-10,266.51001,269.029999,263.230011,265.339996,264.234283,1603500
2020-06-11,262.820007,263.589996,251.070007,251.509995,250.461914,2548900
2020-06-12,256.720001,259,253.960007,258.079987,257.004517,1436500
2020-06-15,252.110001,263.079987,252,262.48999,261.396149,1532400
2020-06-16,268.579987,268.799988,261,264.779999,263.676636,1837500
2020-06-17,267.149994,268.399994,263.779999,263.970001,262.869995,1380100
2020-06-18,260.51001,262.029999,256.540009,257.600006,257.600006,1776100
2020-06-19,261.51001,265.869995,256.420013,265.600006,265.600006,6193100
2020-06-22,264.160004,266.839996,261.119995,264.600006,264.600006,2034300
2020-06-23,266.130005,266.820007,262.01001,264.5,264.5,1941400
2020-06-24,262.25,263.179993,250.270004,254.179993,254.179993,3475300
2020-06-25,254.279999,255.940002,250.580002,254.360001,254.360001,2648700
2020-06-26,254.070007,258.089996,244.020004,246.479996,246.479996,3268800
2020-06-29,250.039993,254.460007,247.5,253.800003,253.800003,1638200
2020-06-30,254.25,259.119995,253.119995,258.540009,258.540009,1980300
2020-07-01,259.320007,266.709991,258.149994,265.390015,265.390015,1207200
2020-07-02,268.049988,268.630005,262.529999,264.209991,264.209991,1175700
2020-07-06,268,268.950012,264.570007,265.970001,265.970001,1504600
2020-07-07,264.019989,269.730011,262.589996,265.970001,265.970001,1289800
2020-07-08,266.829987,269.369995,261.529999,264.700012,264.700012,1389000
2020-07-09,262.980011,266.970001,260.410004,265.600006,265.600006,1143400
2020-07-10,266.5,267.600006,263.100006,264.350006,264.350006,911400
2020-07-13,262.73999,264.690002,254.509995,255.929993,255.929993,1791700
2020-07-14,256.230011,259.820007,253.75,258.940002,258.940002,1877500
2020-07-15,262.309998,262.339996,256.380005,257.269989,257.269989,1301000
2020-07-16,257.200012,257.75,253.149994,257.480011,257.480011,1475200
2020-07-17,258.5,261.01001,254.75,259.109985,259.109985,1291900
2020-07-20,260.179993,262.149994,257.109985,260.529999,260.529999,1422200
2020-07-21,263,263,257.980011,259.209991,259.209991,1161900
2020-07-22,258.079987,260.799988,257.019989,259.040009,259.040009,1355700
2020-07-23,259.140015,260.390015,254,257.899994,257.899994,1324900
2020-07-24,259.75,260.429993,255.850006,256.329987,256.329987,1391300
2020-07-27,254.570007,260.940002,254.529999,260.309998,260.309998,1417500
2020-07-28,260.570007,268.700012,260.570007,266.799988,266.799988,1553800
2020-07-29,268.140015,272.200012,267.970001,271.290009,271.290009,1452700
2020-07-30,268,268,257.529999,262.48999,262.48999,1959900
2020-07-31,261.950012,264.470001,257.089996,261.390015,261.390015,1781200
2020-08-03,259,261.76001,256.119995,256.579987,256.579987,1504600
2020-08-04,256.279999,262.399994,255.940002,260.170013,260.170013,1782900
2020-08-05,260.26001,260.369995,254.220001,255.289993,255.289993,1071400
2020-08-06,254.699997,255.539993,252,255.509995,255.509995,1127600
2020-08-07,254.440002,258.709991,254.179993,257.609985,257.609985,1023300
2020-08-10,257.209991,257.709991,251.940002,253.410004,253.410004,1282400
2020-08-11,253.949997,254.199997,245.199997,246.199997,246.199997,2111800
2020-08-12,247.009995,252.949997,247,251.300003,251.300003,1381000
2020-08-13,250.899994,253,250.179993,250.729996,250.729996,960900
2020-08-14,250.830002,253.240005,248.710007,250.119995,250.119995,737000
2020-08-17,250.089996,251.949997,249.419998,250.910004,250.910004,1435000
